Municipios,Edad media de la población,Población,Porcentaje de hogares unipersonales,Porcentaje de población de 65 y más años,Porcentaje de población española,Porcentaje de población menor de 18 años,Tamaño medio del hogar,Media de la renta por unidad de consumo,Mediana de la renta por unidad de consumo,Renta bruta media por hogar,Renta bruta media por persona,Renta neta media por hogar,Renta neta media por persona,Distribución de la renta P80/P20,Índice de Gini
03028 Beniarrés,51.5,1089.0,35.1,29.1,93.8,8.4,2.2,16809.0,15750.0,29559.0,13278.0,25992.0,11676.0,2.0,24.4
03029 Benigembla,54.9,548.0,37.2,38.5,52.0,9.1,2.1,16276.0,14350.0,29754.0,13224.0,24916.0,11074.0,3.7,36.6
03030 Benidoleig,51.7,1222.0,32.7,32.4,55.9,9.9,2.2,18102.0,15750.0,32581.0,14216.0,26866.0,11722.0,2.8,34.6
03031 Benidorm,44.9,70525.0,38.9,22.3,69.8,14.7,2.3,16522.0,14350.0,31174.0,13382.0,26437.0,11349.0,2.8,32.5
03032 Benifallim,52.3,112.0,47.5,26.8,100.0,7.1,1.9,26231.0,26250.0,45571.0,23812.0,36611.0,19130.0,2.5,25.8
03033 Benifato,52.0,140.0,43.1,27.9,84.3,7.9,1.9,18061.0,15750.0,29034.0,14628.0,25712.0,12954.0,2.4,28.9
03034 Benijófar,50.2,3538.0,26.1,32.5,48.4,12.4,2.3,16195.0,15050.0,28859.0,11860.0,24352.0,10008.0,2.7,31.3
03035 Benilloba,51.4,738.0,30.5,33.2,93.6,10.0,2.2,18567.0,16450.0,33198.0,15015.0,28661.0,12963.0,2.4,27.4
03036 Benillup,45.6,108.0,26.2,20.4,98.2,17.6,2.6,20987.0,18550.0,44360.0,17158.0,37044.0,14328.0,2.2,25.6
03037 Benimantell,47.3,525.0,41.2,25.9,78.3,14.1,2.2,15978.0,15750.0,28489.0,12781.0,24640.0,11054.0,2.4,29.2
03038 Benimarfull,51.6,427.0,34.0,32.1,91.8,8.9,2.1,22635.0,17850.0,44299.0,20637.0,35681.0,16622.0,2.0,25.9
03039 Benimassot,53.1,105.0,43.4,32.4,94.3,2.9,2.0,20790.0,16450.0,37341.0,18297.0,28753.0,14089.0,2.7,32.7
03040 Benimeli,50.3,421.0,22.0,31.4,74.6,15.2,2.4,16499.0,15050.0,30823.0,12741.0,26747.0,11056.0,2.6,32.4
03041 Benissa,46.8,12253.0,30.4,26.0,60.9,15.0,2.4,17692.0,15750.0,34353.0,13555.0,28464.0,11232.0,2.8,34.4
"03042 Poble Nou de Benitatxell, el/Benitachell",49.3,4926.0,30.3,32.1,37.6,14.1,2.3,16693.0,15050.0,29445.0,12476.0,24479.0,10372.0,3.3,36.6
03043 Biar,45.3,3606.0,30.0,22.7,95.7,16.6,2.4,20431.0,17850.0,39902.0,16505.0,32914.0,13615.0,2.2,26.7
03044 Bigastro,40.4,7324.0,22.8,15.3,81.0,19.8,2.8,15557.0,14350.0,32708.0,11730.0,28146.0,10093.0,2.4,28.6
03045 Bolulla,50.6,434.0,27.9,30.0,59.9,10.1,2.4,13857.0,12950.0,25292.0,10090.0,22146.0,8834.0,2.9,34.0
03046 Busot,46.3,3499.0,24.3,22.9,66.2,14.8,2.5,17854.0,15750.0,34810.0,13574.0,29122.0,11356.0,2.8,33.4
03047 Calp,44.8,25413.0,30.7,23.2,48.0,15.9,2.4,16643.0,14350.0,32376.0,12559.0,27142.0,10528.0,3.1,34.2
03048 Callosa d'en Sarrià,42.8,7702.0,27.9,18.3,77.4,17.1,2.6,16045.0,14350.0,33228.0,12385.0,28049.0,10455.0,2.7,31.3
03049 Callosa de Segura,39.9,19326.0,22.9,16.4,76.7,22.3,2.9,15021.0,12950.0,32731.0,11278.0,27902.0,9614.0,2.6,31.4
"03050 Campello, el",44.6,29821.0,33.8,21.1,79.8,16.3,2.4,20135.0,17150.0,40006.0,16602.0,32275.0,13394.0,2.9,34.3
"03051 Camp de Mirra, el/Campo de Mirra",45.8,442.0,35.3,22.4,95.3,13.6,2.4,16771.0,15750.0,31719.0,13294.0,27292.0,11439.0,2.4,27.8
03052 Cañada,44.6,1210.0,27.0,21.3,95.3,17.9,2.6,18129.0,16450.0,36695.0,14262.0,30489.0,11850.0,2.4,27.3
03053 Castalla,43.5,11311.0,30.2,19.5,86.5,16.9,2.4,17673.0,16450.0,34111.0,14194.0,28170.0,11722.0,2.3,27.7
03054 Castell de Castells,52.1,425.0,46.5,34.1,79.8,9.7,2.0,17057.0,15050.0,27749.0,13533.0,23763.0,11589.0,2.9,32.4
03055 Catral,42.5,9207.0,23.2,19.6,74.1,19.0,2.7,14999.0,13650.0,30354.0,11158.0,26394.0,9702.0,2.6,29.7
03056 Cocentaina,44.7,11237.0,28.9,22.0,88.9,16.8,2.4,18119.0,16450.0,35879.0,14610.0,30027.0,12227.0,2.6,30.7
03057 Confrides,50.9,304.0,40.7,31.3,78.6,10.5,2.1,15288.0,13650.0,26546.0,12364.0,23196.0,10803.0,3.3,32.3
03058 Cox,40.4,7465.0,22.0,15.4,83.2,20.6,2.8,15915.0,13650.0,34401.0,12145.0,29232.0,10320.0,2.6,29.9
03059 Crevillent,41.4,29773.0,23.8,17.4,86.8,19.7,2.7,15041.0,13650.0,31188.0,11413.0,27000.0,9880.0,2.6,30.4
03060 Quatretondeta,54.5,136.0,49.3,41.2,92.7,7.4,1.9,15755.0,15050.0,23181.0,12482.0,20981.0,11297.0,2.3,25.3
03061 Daya Nueva,47.0,1792.0,32.1,26.2,72.7,14.7,2.3,16008.0,15050.0,28927.0,12049.0,25039.0,10429.0,2.3,28.7
03062 Daya Vieja,53.7,672.0,30.2,39.0,38.7,8.3,2.1,17843.0,15750.0,29458.0,13270.0,25185.0,11345.0,2.5,28.7
03063 Dénia,44.3,45470.0,31.7,20.5,73.4,15.7,2.5,17998.0,15750.0,36636.0,14460.0,30164.0,11906.0,2.8,34.6
03064 Dolores,41.9,7860.0,26.5,18.0,79.9,19.3,2.6,14339.0,12950.0,28887.0,10754.0,25084.0,9338.0,2.7,30.4
03065 Elx/Elche,42.3,236141.0,25.7,18.1,87.8,18.3,2.6,16924.0,15050.0,35285.0,13193.0,29648.0,11085.0,2.6,30.9
03066 Elda,44.4,52598.0,27.7,21.9,92.6,16.6,2.5,15641.0,14350.0,30446.0,12229.0,26142.0,10500.0,2.7,31.0
03067 Fageca,58.1,100.0,30.6,38.0,97.0,1.0,2.0,23549.0,21350.0,42393.0,20554.0,35574.0,17248.0,2.1,26.4
03068 Famorca,61.3,50.0,51.6,52.0,92.0,2.0,1.6,,,,,,,,
03069 Finestrat,41.6,8772.0,31.5,15.5,52.3,18.9,2.5,18109.0,15050.0,34226.0,13493.0,28131.0,11090.0,3.0,36.2
03070 Formentera del Segura,44.1,4572.0,33.5,21.7,59.6,16.9,2.4,13410.0,12250.0,24440.0,9910.0,21430.0,8689.0,2.8,31.6
03071 Gata de Gorgos,44.0,6570.0,25.2,20.8,74.9,15.9,2.7,16645.0,14700.0,34895.0,12827.0,29201.0,10734.0,2.8,32.0
03072 Gaianes,45.9,556.0,31.5,25.0,87.2,16.7,2.3,18819.0,16450.0,35678.0,14784.0,30104.0,12474.0,2.2,28.6
03073 Gorga,49.1,288.0,27.6,25.4,95.8,10.1,2.5,19050.0,18200.0,38006.0,15095.0,32384.0,12862.0,2.2,24.5
03074 Granja de Rocamora,40.5,2674.0,20.1,15.8,81.1,20.3,2.8,15599.0,14350.0,33164.0,11583.0,28708.0,10026.0,2.4,28.5
"03075 Castell de Guadalest, el",47.7,268.0,37.3,22.4,73.1,10.8,2.1,18828.0,17150.0,31383.0,14612.0,26847.0,12500.0,2.6,31.8
03076 Guardamar del Segura,45.3,17046.0,33.3,23.3,64.5,16.2,2.3,16883.0,15050.0,32108.0,13338.0,26827.0,11144.0,3.0,33.2
"03077 Fondó de les Neus, el/Hondón de las Nieves",52.0,2720.0,30.1,35.2,61.7,10.8,2.2,16261.0,15050.0,27771.0,12571.0,23701.0,10729.0,2.6,32.0
03078 Hondón de los Frailes,54.0,1307.0,29.7,38.0,46.9,10.3,2.1,13851.0,13650.0,22684.0,10333.0,19953.0,9089.0,3.0,33.3
03079 Ibi,43.6,23882.0,27.1,19.6,92.0,16.7,2.5,19079.0,17150.0,38534.0,15405.0,31185.0,12467.0,2.3,27.5
03080 Jacarilla,45.6,2089.0,28.5,22.8,79.7,15.1,2.5,16128.0,15050.0,31464.0,12432.0,26699.0,10549.0,2.3,28.4
03081 Xaló,48.9,2998.0,29.4,30.8,61.1,14.2,2.4,16637.0,14350.0,30762.0,12493.0,26278.0,10672.0,2.8,33.2
03082 Xàbia/Jávea,45.3,29925.0,30.7,23.7,53.4,16.1,2.5,17879.0,14350.0,36179.0,13914.0,29336.0,11283.0,3.4,38.1
03083 Xixona/Jijona,45.2,6954.0,34.1,21.6,90.5,15.7,2.3,19228.0,17150.0,36307.0,15740.0,30446.0,13199.0,2.4,29.0
"03084 Orxa, l'/Lorcha",51.4,588.0,34.2,32.7,91.3,9.7,2.3,20181.0,18550.0,38266.0,16712.0,31933.0,13946.0,2.3,28.3
03085 Llíber,52.4,1008.0,29.9,34.0,36.2,10.5,2.4,17179.0,15050.0,31536.0,12682.0,26490.0,10653.0,3.6,37.5
03086 Millena,51.3,256.0,31.1,32.8,74.2,8.2,2.1,19120.0,15750.0,32733.0,14865.0,27913.0,12677.0,2.3,29.9
03088 Monforte del Cid,40.3,8800.0,27.0,13.8,89.5,19.2,2.6,17691.0,15750.0,36355.0,14054.0,29885.0,11553.0,2.2,29.1
03089 Monòver/Monóvar,44.6,12426.0,28.6,21.4,91.0,16.7,2.4,15371.0,14350.0,28945.0,11812.0,25118.0,10250.0,2.4,28.6
03090 Mutxamel,41.1,26806.0,23.7,15.4,88.3,19.2,2.7,20583.0,17850.0,44756.0,16274.0,36143.0,13142.0,2.6,31.3
03091 Murla,55.0,576.0,33.7,40.3,47.7,9.6,2.0,16544.0,14350.0,26498.0,12963.0,22369.0,10943.0,2.8,33.4
03092 Muro de Alcoy,42.5,9198.0,26.5,18.4,89.8,18.9,2.6,17728.0,15750.0,36206.0,14093.0,30325.0,11804.0,2.3,28.7
03093 Novelda,43.3,25651.0,27.4,18.8,91.5,16.8,2.5,17297.0,15050.0,35245.0,13734.0,29498.0,11495.0,2.5,29.1
"03094 Nucia, la",42.3,18823.0,24.0,17.2,68.2,18.6,2.7,17974.0,16450.0,38458.0,13511.0,31783.0,11166.0,2.6,31.1
03095 Ondara,42.5,7290.0,24.6,17.9,81.7,17.4,2.6,16617.0,15050.0,33849.0,12731.0,28981.0,10900.0,2.6,29.3
03096 Onil,43.7,7784.0,29.3,20.0,89.7,16.8,2.4,18422.0,17150.0,35753.0,14645.0,30229.0,12383.0,2.2,26.1
03097 Orba,52.5,2428.0,29.5,37.2,52.4,12.6,2.3,16295.0,15050.0,29626.0,12407.0,25126.0,10523.0,3.1,34.6
03098 Orxeta,46.9,866.0,37.3,24.9,81.3,14.2,2.1,17928.0,16450.0,31859.0,14373.0,27008.0,12184.0,2.4,28.9
03099 Orihuela,44.8,82116.0,30.6,23.0,64.2,16.7,2.4,16155.0,14350.0,31149.0,12468.0,26163.0,10472.0,2.7,33.5
03100 Parcent,51.6,1018.0,33.8,34.2,55.9,9.6,2.2,15972.0,14350.0,27321.0,12072.0,23490.0,10379.0,2.9,33.5
03101 Pedreguer,45.1,8491.0,29.7,22.2,73.7,15.9,2.4,17361.0,15050.0,34101.0,13787.0,28246.0,11420.0,2.7,31.4
03102 Pego,47.0,10484.0,30.5,26.1,81.7,14.6,2.4,17357.0,15750.0,33091.0,13613.0,28138.0,11575.0,2.5,28.8
03103 Penàguila,49.8,315.0,38.6,27.9,90.8,10.8,2.2,19826.0,18550.0,35637.0,16262.0,30199.0,13780.0,2.6,30.2
03104 Petrer,43.0,33888.0,24.4,17.9,96.7,17.5,2.5,16677.0,15050.0,33128.0,13049.0,28248.0,11127.0,2.3,27.5
"03105 Pinós, el/Pinoso",44.2,8193.0,27.5,20.0,81.2,16.9,2.5,15020.0,13650.0,28903.0,11429.0,24972.0,9875.0,2.5,30.7
03106 Planes,52.2,704.0,38.8,33.5,87.5,8.7,2.1,17625.0,15050.0,30991.0,14369.0,26804.0,12428.0,2.2,28.8
03107 Polop,42.3,5384.0,31.1,16.5,69.8,18.6,2.4,16267.0,15050.0,30667.0,12402.0,26146.0,10574.0,2.8,30.5
03109 Rafal,39.3,4710.0,24.8,13.9,81.5,21.2,2.9,14496.0,13650.0,31465.0,10806.0,26521.0,9108.0,2.5,29.4
"03110 Ràfol d'Almúnia, el",50.0,721.0,26.2,33.0,58.8,12.9,2.3,18043.0,16450.0,30822.0,12896.0,26117.0,10927.0,2.5,28.5
03111 Redován,39.9,7925.0,23.7,14.4,85.5,20.0,2.8,14880.0,13650.0,31402.0,11173.0,27221.0,9685.0,2.3,27.7
03112 Relleu,51.4,1225.0,34.4,30.5,63.6,9.2,2.2,17650.0,15750.0,30831.0,13740.0,26095.0,11630.0,3.3,33.8
03113 Rojales,53.2,17222.0,29.7,39.5,31.1,10.7,2.2,14820.0,13650.0,25964.0,10797.0,22115.0,9197.0,3.2,35.5
"03114 Romana, la",48.0,2640.0,28.9,27.8,74.3,13.8,2.4,14624.0,13650.0,26620.0,10944.0,23315.0,9585.0,2.6,30.2
03115 Sagra,52.6,442.0,29.4,35.5,64.0,10.6,2.3,16619.0,15400.0,29615.0,12855.0,25733.0,11169.0,2.3,27.8
03116 Salinas,45.6,1737.0,27.6,21.8,81.7,15.3,2.4,16049.0,15050.0,29205.0,11873.0,25342.0,10302.0,2.1,25.9
03117 Sanet y Negrals,52.3,743.0,34.4,35.5,64.3,10.8,2.2,16112.0,15750.0,27470.0,12132.0,23640.0,10441.0,2.6,27.5
03118 San Fulgencio,55.5,9596.0,34.4,43.9,32.7,9.4,2.1,13925.0,12950.0,23207.0,10392.0,20253.0,9069.0,3.0,34.4
03119 Sant Joan d'Alacant,42.3,24485.0,26.8,17.6,86.4,18.2,2.6,20590.0,17850.0,44105.0,16679.0,35638.0,13477.0,2.9,33.0
03120 San Miguel de Salinas,48.2,6878.0,29.1,28.8,44.5,15.0,2.3,14543.0,12950.0,26864.0,11008.0,22941.0,9400.0,3.5,36.2
03121 Santa Pola,43.6,37518.0,34.2,19.2,77.1,16.6,2.4,16795.0,15050.0,32317.0,13348.0,27138.0,11209.0,2.7,32.6
03122 Sant Vicent del Raspeig/San Vicente del Raspeig,41.2,59303.0,23.1,15.9,92.5,18.5,2.7,18704.0,17150.0,40023.0,14614.0,33034.0,12062.0,2.5,28.8
03123 Sax,43.1,10095.0,27.7,19.5,92.3,17.4,2.5,16670.0,15050.0,32765.0,13113.0,27780.0,11118.0,2.3,27.2
03124 Sella,49.0,610.0,41.7,24.1,88.2,10.5,2.2,18856.0,17850.0,33851.0,15522.0,28624.0,13126.0,2.4,26.6
03125 Senija,45.0,656.0,25.9,21.5,65.9,16.8,2.6,16031.0,14350.0,34685.0,12643.0,27227.0,9924.0,2.8,32.9
03127 Tàrbena,52.0,604.0,41.7,31.3,63.4,8.4,2.1,15428.0,15050.0,24874.0,11065.0,21809.0,9701.0,2.5,30.5
03128 Teulada,48.0,12322.0,31.7,28.5,43.6,13.3,2.4,16907.0,14350.0,32456.0,13101.0,26307.0,10619.0,3.2,37.5
03129 Tibi,47.4,1829.0,35.0,24.0,86.0,12.6,2.2,23957.0,18550.0,44326.0,19876.0,35771.0,16040.0,2.2,28.4
03130 Tollos,55.1,39.0,47.4,38.5,76.9,0.0,2.0,,,,,,,,
03131 Tormos,53.5,340.0,24.1,38.2,58.2,10.3,2.4,22167.0,15750.0,43163.0,17531.0,35857.0,14564.0,2.6,31.4
"03132 Torre de les Maçanes, la/Torremanzanas",49.9,730.0,39.5,28.0,83.3,9.7,2.2,17849.0,15750.0,32074.0,14266.0,27461.0,12214.0,2.7,31.3
03133 Torrevieja,44.5,89146.0,36.0,22.6,55.4,16.6,2.3,13841.0,12250.0,25553.0,10691.0,21976.0,9194.0,3.4,36.4
"03134 Vall d'Alcalà, la",54.2,176.0,52.6,33.5,89.2,8.0,1.9,18000.0,14350.0,28492.0,15228.0,24314.0,12995.0,3.1,36.4
"03135 Vall d'Ebo, la",55.4,230.0,43.1,35.7,85.2,4.4,2.1,19050.0,19250.0,34975.0,16216.0,29897.0,13861.0,2.9,31.1
"03136 Vall de Gallinera, la",51.9,584.0,40.4,31.2,80.0,10.6,2.1,16937.0,14350.0,28597.0,13502.0,24839.0,11727.0,2.4,30.6
"03137 Vall de Laguar, la",49.5,774.0,35.5,30.6,84.2,12.9,2.3,16167.0,15050.0,29293.0,12904.0,25064.0,11041.0,2.5,31.3
"03138 Verger, el",44.6,5024.0,31.9,21.9,77.0,15.7,2.4,16325.0,15050.0,31588.0,12680.0,27058.0,10861.0,2.6,29.7
"03139 Vila Joiosa, la/Villajoyosa",43.1,35769.0,32.7,18.6,78.0,16.9,2.4,17289.0,15750.0,33619.0,13772.0,28520.0,11683.0,2.5,30.6
03140 Villena,43.0,33620.0,26.5,19.3,92.0,17.8,2.5,16853.0,15050.0,33832.0,13261.0,28820.0,11296.0,2.4,28.3
"03901 Poblets, els",52.8,2794.0,34.5,36.9,50.9,11.1,2.1,18412.0,17150.0,31727.0,14373.0,26598.0,12050.0,2.7,32.4
03902 Pilar de la Horadada,43.6,23180.0,30.1,21.9,59.9,17.8,2.5,16077.0,14350.0,32247.0,12222.0,27234.0,10322.0,2.7,32.1
"03903 Montesinos, Los",44.6,5466.0,26.3,23.0,61.4,16.9,2.5,15305.0,14350.0,29081.0,11503.0,24925.0,9859.0,2.6,31.0
03904 San Isidro,38.9,2247.0,28.6,12.8,83.6,20.6,2.6,15140.0,14350.0,30139.0,11553.0,26041.0,9982.0,2.4,27.7
04001 Abla,48.9,1259.0,37.3,28.9,89.6,12.3,2.2,16511.0,15050.0,29187.0,13305.0,25522.0,11635.0,2.3,29.7
04002 Abrucena,48.7,1274.0,43.3,28.4,89.3,11.5,2.0,15129.0,13650.0,24962.0,12361.0,22066.0,10927.0,2.3,29.8
04003 Adra,40.5,25055.0,24.6,15.5,85.6,19.0,2.7,14206.0,12950.0,29311.0,10650.0,25639.0,9316.0,2.4,29.0
04004 Albanchez,55.1,669.0,40.2,40.8,64.9,9.3,1.9,14958.0,13650.0,23885.0,11885.0,21030.0,10464.0,2.6,31.3
04005 Alboloduy,50.7,600.0,41.3,32.0,94.3,12.5,2.1,15436.0,14350.0,26187.0,12457.0,23237.0,11054.0,2.2,26.3
04006 Albox,42.9,12210.0,27.4,20.6,71.1,18.0,2.7,15267.0,13650.0,31924.0,11545.0,26991.0,9761.0,2.9,33.7
04007 Alcolea,48.2,805.0,46.2,24.7,96.3,11.2,1.9,13757.0,12250.0,21823.0,11311.0,19494.0,10103.0,2.0,26.0
04008 Alcóntar,52.6,565.0,44.1,35.2,89.6,9.7,2.2,17009.0,14350.0,32627.0,14259.0,27653.0,12085.0,2.8,32.4
04009 Alcudia de Monteagud,54.6,131.0,54.3,32.8,90.8,3.8,1.9,20277.0,19250.0,32748.0,17553.0,27826.0,14915.0,2.2,23.6
04010 Alhabia,44.3,714.0,37.3,20.2,94.0,14.7,2.1,13677.0,12950.0,23108.0,10894.0,20668.0,9744.0,2.1,28.0
04011 Alhama de Almería,42.3,3801.0,28.7,19.1,88.6,18.0,2.5,14919.0,13650.0,28390.0,11416.0,24886.0,10007.0,2.4,28.9
04012 Alicún,48.3,221.0,42.5,27.2,94.6,10.4,2.1,16858.0,14350.0,29293.0,13975.0,24911.0,11884.0,3.2,34.2
04013 Almería,41.5,198832.0,29.1,17.5,89.0,19.1,2.6,18810.0,15750.0,39772.0,15092.0,32883.0,12478.0,3.1,34.1
04014 Almócita,48.9,209.0,47.1,21.5,90.9,10.5,2.0,16666.0,14000.0,28351.0,14037.0,24241.0,12002.0,3.3,33.5
04015 Alsodux,53.4,147.0,42.1,26.5,95.2,3.4,1.9,19163.0,17150.0,31743.0,16209.0,27047.0,13811.0,2.4,28.0
04016 Antas,42.9,3406.0,29.0,18.8,77.5,17.4,2.6,15936.0,14350.0,32070.0,12204.0,27466.0,10452.0,2.4,28.3
04017 Arboleas,56.6,4435.0,23.6,43.2,32.3,7.2,2.2,13978.0,12950.0,22508.0,10016.0,19744.0,8786.0,3.0,34.3
04018 Armuña de Almanzora,49.6,336.0,39.9,27.1,91.1,8.9,2.1,18106.0,15750.0,31160.0,14923.0,26868.0,12868.0,2.3,30.8
04019 Bacares,55.3,203.0,50.9,37.9,99.5,4.4,1.8,17122.0,15050.0,26177.0,14903.0,23026.0,13109.0,2.2,25.5
04020 Bayárcal,46.7,332.0,42.8,25.9,91.6,13.6,2.2,14485.0,13650.0,25173.0,11606.0,22305.0,10284.0,2.8,32.0
04021 Bayarque,51.0,221.0,51.3,32.1,88.2,9.5,1.9,17007.0,14350.0,28726.0,15034.0,24362.0,12750.0,2.4,29.3
04022 Bédar,56.8,1018.0,37.4,41.5,41.5,6.3,1.9,14424.0,13650.0,22730.0,11227.0,19813.0,9786.0,3.0,35.1
04023 Beires,56.7,146.0,49.4,37.0,98.0,4.8,1.9,17333.0,15050.0,27598.0,14846.0,24339.0,13093.0,2.2,27.7
04024 Benahadux,38.1,4650.0,20.7,13.1,93.3,23.9,2.8,15880.0,14350.0,33174.0,11840.0,28501.0,10172.0,2.3,26.5
04026 Benitagla,56.5,59.0,60.0,37.3,96.6,5.1,1.7,,,,,,,,
04027 Benizalón,53.1,251.0,54.1,33.1,87.3,7.2,1.7,15616.0,14350.0,23728.0,13629.0,20790.0,11942.0,2.1,28.5
04028 Bentarique,51.2,242.0,43.6,36.0,97.1,12.8,1.9,14211.0,12950.0,22889.0,11682.0,20538.0,10482.0,2.3,27.1
04029 Berja,40.4,12691.0,25.4,15.3,85.4,19.0,2.7,13965.0,12950.0,28384.0,10440.0,24977.0,9187.0,2.3,29.1
04030 Canjáyar,52.3,1130.0,44.7,33.4,95.5,9.4,1.9,14384.0,12950.0,23047.0,11677.0,20730.0,10503.0,2.4,29.2
04031 Cantoria,49.5,3581.0,31.7,30.0,71.0,12.3,2.3,15168.0,13650.0,27633.0,11552.0,24003.0,10034.0,2.7,31.5
04032 Carboneras,41.3,8361.0,29.1,16.9,85.6,18.7,2.5,17444.0,15750.0,35098.0,13651.0,29551.0,11494.0,2.6,31.0
04033 Castro de Filabres,57.5,109.0,57.4,37.6,96.3,2.8,1.8,18356.0,19250.0,29379.0,16322.0,25396.0,14109.0,2.4,22.2
04034 Cóbdar,51.0,207.0,43.2,32.9,93.7,8.2,2.2,18050.0,15750.0,33183.0,14413.0,28653.0,12445.0,2.6,32.3
04035 Cuevas del Almanzora,39.8,14791.0,29.1,16.5,72.8,21.6,2.6,14920.0,13650.0,30136.0,11243.0,26103.0,9738.0,2.5,29.8
04036 Chercos,48.4,311.0,34.3,28.3,89.1,10.0,2.3,14406.0,13650.0,26115.0,11426.0,23132.0,10120.0,2.2,26.2
04037 Chirivel,50.5,1528.0,45.4,31.2,88.0,11.9,2.0,15359.0,13650.0,25153.0,12199.0,22049.0,10694.0,2.7,30.5
04038 Dalías,42.1,4186.0,27.4,19.1,91.3,18.9,2.6,14973.0,13650.0,29236.0,11335.0,25467.0,9873.0,2.5,28.5
04039 Darrical,,,,,,,,,,,,,,,
04041 Enix,46.2,592.0,47.5,22.1,84.5,12.0,2.0,16021.0,14350.0,27380.0,13466.0,23332.0,11475.0,2.4,29.3
04043 Felix,46.8,765.0,45.2,20.0,89.3,12.2,2.0,16278.0,14350.0,28988.0,14002.0,24516.0,11842.0,2.6,32.1
04044 Fines,41.3,2228.0,28.7,15.5,83.7,17.3,2.6,15919.0,14350.0,31472.0,12174.0,27111.0,10487.0,2.3,28.6
04045 Fiñana,47.0,2021.0,36.8,24.9,92.8,13.2,2.2,14564.0,13650.0,24992.0,11515.0,22376.0,10310.0,2.2,27.2
04046 Fondón,49.6,1094.0,43.5,25.1,95.1,10.1,2.0,15799.0,14350.0,26539.0,13417.0,23029.0,11642.0,2.6,29.8
04047 Gádor,41.0,3034.0,38.8,17.3,89.1,19.3,2.2,13813.0,12250.0,24853.0,11024.0,21686.0,9619.0,2.9,32.4
"04048 Gallardos, Los",46.1,2737.0,29.5,27.0,67.6,15.5,2.4,15701.0,14350.0,28920.0,11784.0,25119.0,10235.0,2.4,30.2
04049 Garrucha,39.5,10210.0,29.0,14.1,72.3,20.0,2.7,14662.0,12950.0,30507.0,11185.0,26213.0,9611.0,2.7,31.6
04050 Gérgal,43.3,1192.0,41.3,19.8,72.2,16.6,2.3,13852.0,11550.0,25033.0,10872.0,22238.0,9658.0,3.0,33.7
04051 Huécija,46.1,532.0,44.7,21.8,94.7,14.5,2.0,15207.0,13650.0,25671.0,12637.0,22157.0,10907.0,2.3,28.5
04052 Huércal de Almería,36.3,18539.0,20.2,7.6,96.6,24.6,2.8,17929.0,16450.0,38955.0,13647.0,32725.0,11464.0,2.2,27.1
04053 Huércal-Overa,41.5,20059.0,24.5,17.8,78.6,19.3,2.8,16672.0,15050.0,35387.0,12599.0,30106.0,10719.0,2.7,31.1
04054 Íllar,49.2,451.0,48.1,25.9,87.4,9.5,1.9,14579.0,12950.0,23152.0,11816.0,20546.0,10486.0,2.5,30.3
04055 Instinción,47.2,476.0,45.8,25.6,91.6,14.7,2.0,13261.0,12950.0,20928.0,10556.0,18820.0,9492.0,2.2,28.1
04056 Laroya,46.8,197.0,46.4,22.8,89.3,8.6,2.0,15413.0,14350.0,26597.0,12950.0,23369.0,11379.0,2.8,31.7
04057 Láujar de Andarax,45.8,1615.0,38.9,24.2,94.2,16.2,2.1,13167.0,11550.0,22360.0,10628.0,19712.0,9369.0,2.4,28.8
04058 Líjar,52.5,391.0,34.7,34.0,90.8,8.7,2.3,15922.0,15050.0,28735.0,12336.0,25753.0,11056.0,2.1,25.4
04059 Lubrín,53.1,1422.0,41.3,37.9,72.4,10.6,2.0,14985.0,13650.0,24041.0,11756.0,21461.0,10494.0,2.3,30.1
04060 Lucainena de las Torres,46.5,679.0,40.5,24.2,81.4,13.8,2.3,14683.0,13650.0,27140.0,11448.0,23102.0,9745.0,2.5,29.8
04061 Lúcar,46.9,832.0,43.0,26.2,88.9,13.3,2.0,16285.0,15050.0,26516.0,13009.0,23106.0,11336.0,2.4,28.1
04062 Macael,43.6,5404.0,28.8,19.4,94.6,16.3,2.5,16709.0,15050.0,32736.0,13200.0,27560.0,11113.0,2.3,27.4
04063 María,50.4,1212.0,36.4,30.7,91.7,10.1,2.2,15612.0,14350.0,27546.0,12435.0,24381.0,11006.0,2.2,29.0
04064 Mojácar,49.4,7301.0,39.2,29.6,51.3,12.5,2.2,16926.0,14350.0,30650.0,13424.0,25506.0,11171.0,3.3,36.7
04065 Nacimiento,47.1,496.0,52.1,24.6,75.8,11.1,2.0,14640.0,13650.0,25042.0,11937.0,22166.0,10566.0,2.6,31.9
04066 Níjar,36.4,31401.0,31.1,10.6,54.7,23.0,2.9,12813.0,11550.0,27834.0,9270.0,24461.0,8147.0,2.3,29.9
04067 Ohanes,54.3,551.0,59.0,34.7,97.6,6.2,1.6,14060.0,12950.0,19766.0,12634.0,17440.0,11148.0,2.5,30.2
04068 Olula de Castro,54.7,195.0,44.2,32.3,90.3,2.1,2.0,20139.0,19250.0,34864.0,16881.0,29832.0,14445.0,2.3,23.2
04069 Olula del Río,42.1,6353.0,26.6,17.0,90.3,17.5,2.5,16409.0,15050.0,33100.0,12947.0,27976.0,10942.0,2.3,28.9
04070 Oria,52.2,2196.0,36.4,34.2,73.5,9.9,2.1,14303.0,12950.0,23704.0,10856.0,20937.0,9589.0,2.4,31.7
